Rk,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1,Kawhi Leonard,25,74,74,33.4,8.6,17.7,.485,2.0,5.2,.380,6.6,12.5,.529,.541,6.3,7.2,.880,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5
2,LaMarcus Aldridge,31,72,72,32.4,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,.488,3.1,3.8,.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3
3,Danny Green,29,68,68,26.6,2.6,6.6,.392,1.7,4.6,.379,0.9,2.0,.420,.523,0.4,0.5,.844,0.5,2.8,3.3,1.8,1.0,0.8,1.1,1.8,7.3
4,Pau Gasol,36,64,39,25.4,4.7,9.4,.502,0.9,1.6,.538,3.9,7.8,.494,.548,2.0,2.9,.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4
5,Tony Parker,34,63,63,25.2,4.2,9.0,.466,0.4,1.1,.333,3.8,7.9,.484,.486,1.3,1.9,.726,0.1,1.7,1.8,4.5,0.5,0.0,1.4,1.5,10.1
6,Patty Mills,28,80,8,21.9,3.4,7.8,.440,1.8,4.4,.414,1.6,3.3,.474,.558,0.8,1.0,.825,0.3,1.5,1.8,3.5,0.8,0.0,1.3,1.4,9.5
7,Manu Ginobili,39,69,0,18.7,2.5,6.4,.390,1.3,3.3,.392,1.2,3.1,.387,.491,1.2,1.6,.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5
8,David Lee,33,79,10,18.7,3.1,5.3,.590,0.0,0.0,0.0,3.1,5.3,.590,.590,1.0,1.4,.708,1.9,3.7,5.6,1.6,0.4,0.5,1.0,1.6,7.3
9,Jonathon Simmons,27,78,8,17.8,2.3,5.4,.420,0.4,1.3,.294,1.9,4.1,.461,.456,1.3,1.7,.750,0.3,1.8,2.1,1.6,0.6,0.3,1.0,1.9,6.2
10,Dewayne Dedmon,27,76,37,17.5,2.1,3.4,.622,0.0,0.0,0.0,2.1,3.4,.622,.622,0.9,1.2,.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1
11,Kyle Anderson,23,72,14,14.2,1.3,2.9,.445,0.2,0.6,.375,1.1,2.3,.462,.481,0.6,0.8,.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4
12,Davis Bertans,24,67,6,12.1,1.5,3.5,.440,1.0,2.6,.399,0.5,0.9,.557,.588,0.4,0.5,.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5
13,Nicolas Laprovittola,27,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
14,Dejounte Murray,20,38,8,8.5,1.3,3.1,.431,0.2,0.6,.391,1.1,2.4,.441,.470,0.6,0.8,.700,0.2,0.9,1.1,1.3,0.2,0.2,1.0,0.8,3.4
15,Bryn Forbes,23,36,0,7.9,1.0,2.8,.364,0.5,1.5,.321,0.5,1.3,.413,.449,0.1,0.2,.833,0.1,0.6,0.6,0.6,0.0,0.0,0.3,0.6,2.6
16,Joel Anthony,34,19,0,6.4,0.5,0.8,.625,0.0,0.0,0.0,0.5,0.8,.625,.625,0.3,0.4,.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3
