Rk,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1,Jimmy Butler,27,76,75,37.0,7.5,16.5,.455,1.2,3.3,.367,6.3,13.2,.477,.492,7.7,8.9,.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9
2,Dwyane Wade,35,60,59,29.9,6.9,15.9,.434,0.8,2.4,.310,6.2,13.5,.456,.457,3.7,4.7,.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3
3,Robin Lopez,28,81,81,28.0,4.7,9.6,.493,0.0,0.0,.000,4.7,9.5,.494,.493,0.9,1.3,.721,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,10.4
4,Taj Gibson,31,55,55,27.3,5.0,9.6,.521,0.0,0.2,.167,5.0,9.4,.529,.523,1.5,2.2,.714,2.2,4.8,6.9,1.1,0.5,0.9,1.4,2.2,11.6
5,Rajon Rondo,30,69,42,26.7,3.3,8.1,.408,0.7,1.9,.376,2.6,6.2,.418,.453,0.4,0.7,.600,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8
6,Doug McDermott,25,44,4,24.5,3.8,8.5,.445,1.3,3.4,.373,2.5,5.1,.493,.520,1.3,1.5,.881,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,10.2
7,Nikola Mirotic,25,70,15,24.0,3.7,8.9,.413,1.8,5.4,.342,1.8,3.5,.520,.516,1.4,1.8,.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6
8,Paul Zipser,22,44,18,19.2,2.0,5.0,.398,0.8,2.3,.333,1.3,2.8,.451,.473,0.7,0.9,.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5
9,Michael Carter-Williams,25,45,19,18.8,2.5,6.8,.366,0.3,1.4,.234,2.2,5.4,.401,.391,1.3,1.7,.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6
10,Denzel Valentine,23,57,0,17.1,1.8,5.1,.354,1.3,3.6,.351,0.5,1.4,.363,.481,0.2,0.3,.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1
11,Jerian Grant,24,63,28,16.3,2.0,4.8,.425,0.8,2.1,.366,1.3,2.7,.473,.507,1.0,1.2,.890,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,5.9
12,Cristiano Felicio,24,66,0,15.8,1.9,3.3,.579,0.0,0.0,0.0,1.9,3.3,.579,.579,0.9,1.4,.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8
13,Bobby Portis,21,64,13,15.6,2.9,5.9,.488,0.5,1.5,.333,2.4,4.4,.541,.531,0.6,0.9,.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8
14,Isaiah Canaan,25,39,0,15.2,1.6,4.4,.364,0.6,2.4,.266,1.0,2.0,.481,.436,0.8,0.8,.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6
15,Cameron Payne,22,11,0,12.9,1.9,5.7,.333,1.0,3.1,.324,0.9,2.6,.345,.421,0.1,0.4,.250,0.1,1.5,1.5,1.4,0.4,0.0,1.2,1.3,4.9
16,Joffrey Lauvergne,25,20,1,12.1,1.9,4.6,.402,0.3,1.0,.300,1.6,3.6,.431,.435,0.5,0.8,.600,1.1,2.4,3.4,1.0,0.4,0.0,0.8,0.6,4.5
17,Anthony Morrow,31,9,0,9.7,1.3,3.2,.414,0.7,1.6,.429,0.7,1.7,.400,.517,1.2,1.2,1.000,0.1,0.1,0.2,0.7,0.2,0.0,0.0,0.4,4.6
18,R.J. Hunter,23,3,0,3.0,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
