Rk,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1,Kemba Walker,26,79,79,34.7,8.1,18.3,.444,3.0,7.6,.399,5.1,10.7,.476,.527,3.8,4.5,.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2
2,Nicolas Batum,28,77,77,34.0,5.1,12.7,.403,1.8,5.3,.333,3.4,7.4,.453,.472,3.2,3.7,.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1
3,Marvin Williams,30,76,76,30.2,3.9,9.3,.422,1.6,4.7,.350,2.3,4.6,.494,.510,1.7,2.0,.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2
4,Michael Kidd-Gilchrist,23,81,81,29.0,3.6,7.6,.477,0.0,0.1,.111,3.6,7.5,.483,.478,1.9,2.4,.784,1.9,5.0,7.0,1.4,1.0,1.0,0.7,2.3,9.2
5,Cody Zeller,24,62,58,27.8,4.1,7.1,.571,0.0,0.0,.000,4.1,7.1,.572,.571,2.1,3.2,.679,2.2,4.4,6.5,1.6,1.0,0.9,1.0,3.0,10.3
6,Frank Kaminsky,23,75,16,26.1,4.3,10.7,.399,1.5,4.7,.328,2.7,6.0,.455,.471,1.6,2.1,.756,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,11.7
7,Marco Belinelli,30,74,0,24.0,3.6,8.3,.429,1.4,3.8,.360,2.2,4.5,.488,.512,2.0,2.3,.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5
8,Jeremy Lamb,24,62,5,18.4,3.6,7.9,.460,0.7,2.4,.281,3.0,5.6,.536,.502,1.8,2.1,.853,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,9.7
9,Spencer Hawes,28,35,1,17.9,3.0,6.2,.477,0.5,1.6,.291,2.5,4.7,.540,.514,0.9,1.0,.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3
10,Ramon Sessions,30,50,1,16.2,2.0,5.3,.380,0.4,1.2,.339,1.6,4.0,.393,.420,1.8,2.4,.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2
11,Roy Hibbert,30,42,13,16.0,1.9,3.4,.542,0.0,0.0,0.0,1.9,3.4,.542,.542,1.5,1.8,.813,1.3,2.3,3.6,0.5,0.2,1.0,0.7,2.3,5.2
12,Miles Plumlee,28,13,0,13.4,1.1,1.8,.583,0.0,0.0,0.0,1.1,1.8,.583,.583,0.2,0.3,.750,1.2,2.1,3.2,0.2,0.5,0.3,0.6,1.9,2.4
13,Mike Tobey,22,2,0,12.5,0.5,2.0,.250,0.0,0.0,0.0,0.5,2.0,.250,.250,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
14,Briante Weber,24,13,0,12.2,1.5,3.5,.435,0.1,0.5,.143,1.5,3.0,.487,.446,0.7,1.0,.692,0.6,1.1,1.7,1.2,0.7,0.0,0.4,0.9,3.8
15,Brian Roberts,31,41,2,10.1,1.1,3.0,.377,0.4,1.1,.386,0.7,1.9,.372,.447,0.8,1.0,.846,0.1,0.8,1.0,1.3,0.2,0.0,0.6,0.4,3.5
16,Johnny O'Bryant,23,4,0,8.5,2.0,3.8,.533,0.3,0.8,.333,1.8,3.0,.583,.567,0.3,0.5,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.8,1.5,4.5
17,Christian Wood,21,13,0,8.2,0.9,1.8,.522,0.0,0.4,.000,0.9,1.4,.667,.522,0.8,1.2,.733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7
18,Treveon Graham,23,27,1,7.0,0.7,1.5,.475,0.3,0.6,.600,0.4,0.9,.400,.588,0.4,0.6,.667,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1
19,Aaron Harrison,22,5,0,3.4,0.0,0.8,.000,0.0,0.4,.000,0.0,0.4,.000,.000,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2
