Rk,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1,Jimmy Butler,28,59,59,36.7,7.4,15.6,.474,1.2,3.4,.350,6.2,12.2,.509,.512,6.2,7.2,.854,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2
2,Andrew Wiggins,22,82,82,36.3,6.9,15.9,.438,1.4,4.1,.331,5.6,11.7,.475,.481,2.5,3.8,.643,1.0,3.4,4.4,2.0,1.1,0.6,1.7,2.0,17.7
3,Karl-Anthony Towns,22,82,82,35.6,7.8,14.3,.545,1.5,3.5,.421,6.3,10.8,.585,.596,4.2,4.9,.858,2.9,9.4,12.3,2.4,0.8,1.4,1.9,3.5,21.3
4,Taj Gibson,32,82,82,33.2,5.2,9.0,.577,0.1,0.4,.200,5.1,8.6,.595,.581,1.7,2.3,.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2
5,Jeff Teague,29,70,70,33.0,5.1,11.3,.446,1.2,3.3,.368,3.9,8.1,.477,.499,2.9,3.4,.845,0.3,2.6,3.0,7.0,1.5,0.3,2.5,2.4,14.2
6,Jamal Crawford,37,80,0,20.7,3.9,9.3,.415,1.3,3.9,.331,2.6,5.4,.477,.485,1.3,1.4,.903,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3
7,Nemanja Bjelica,29,67,21,20.5,2.6,5.5,.461,1.1,2.7,.415,1.4,2.8,.505,.563,0.5,0.7,.800,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8
8,Tyus Jones,21,82,11,17.9,1.8,4.0,.457,0.5,1.6,.349,1.3,2.4,.528,.526,0.9,1.0,.877,0.2,1.4,1.6,2.8,1.2,0.1,0.7,1.3,5.1
9,Gorgui Dieng,28,79,0,16.9,2.4,4.9,.479,0.2,0.8,.311,2.1,4.1,.511,.504,1.0,1.3,.775,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9
10,Derrick Rose,29,9,0,12.4,2.6,6.0,.426,0.1,0.7,.167,2.4,5.3,.458,.435,0.6,0.6,1.000,0.3,0.3,0.7,1.2,0.4,0.0,0.8,0.2,5.8
11,Shabazz Muhammad,25,32,2,9.4,1.5,3.8,.388,0.1,0.6,.211,1.3,3.2,.422,.405,0.7,1.0,.710,0.5,0.9,1.4,0.2,0.2,0.1,0.2,0.7,3.8
12,Aaron Brooks,33,32,1,5.9,0.9,2.2,.406,0.3,1.0,.355,0.5,1.2,.447,.486,0.3,0.3,.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3
13,Marcus Georges-Hunt,23,42,0,5.3,0.5,1.1,.438,0.1,0.4,.267,0.4,0.8,.515,.479,0.3,0.5,.619,0.2,0.2,0.4,0.2,0.1,0.0,0.1,0.8,1.4
14,Justin Patton,20,1,0,4.0,1.0,2.0,.500,0.0,0.0,0.0,1.0,2.0,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
15,Anthony Brown,25,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,0.0,1.500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
16,Cole Aldrich,29,21,0,2.3,0.2,0.7,.333,0.0,0.0,0.0,0.2,0.7,.333,.333,0.1,0.3,.333,0.1,0.6,0.7,0.1,0.1,0.0,0.0,0.5,0.6
